player_id,player_name,contract_type,base_salary_gbp,performance_bonus_gbp,total_package_gbp,contract_length_years,contract_status,release_clause_gbp,value_score,risk_score,salary_band
1012,Finn Mitchell,Domestic,124000,16000,140000,2,Active,171000,81.1,23.73,High-value starter
1013,Ryan Klaasen,Domestic,122000,10000,132000,3,Active,139000,78.1,23.93,High-value starter
1014,Shaheen Khushdil,Domestic,81000,7000,88000,2,Active,59000,78.9,15.34,High-value starter
1015,Nuwan Mendis,Academy,37000,6000,43000,1,Active,29000,59.8,6.91,Development / squad
1016,Kyle Hosein,Academy,77000,9000,86000,1,Active,52000,66.3,8.6,Strong squad asset
1017,Rehan Curran,Overseas,51000,3000,54000,1,Active,57000,71.1,31.74,Strong squad asset
1018,Jamie Pope,Domestic,105000,16000,121000,2,Active,86000,79.7,28.51,High-value starter
1019,Jack Bethell,Overseas,77000,4000,81000,1,Active,52000,74.2,16.18,Strong squad asset
1020,Moeen Salt,Domestic,126000,11000,137000,2,Active,154000,86.4,21.11,Elite / overseas-standard
1021,Prithvi Varma,Domestic,111000,8000,119000,2,Active,93000,83.2,21.56,High-value starter
1022,Jofra Crawley,Overseas,55000,9000,64000,2,Active,47000,72.2,43.5,Strong squad asset
1023,Marcus Turner,Domestic,77000,4000,81000,1,Active,49000,70.6,10.61,Strong squad asset
1024,Finn Conway,Domestic,123000,7000,130000,3,Active,85000,78.0,24.02,High-value starter
1025,Gerald Ngidi,Domestic,122000,21000,143000,2,Active,154000,79.9,28.05,High-value starter
1026,Faheem Butt,Domestic,31000,3000,34000,1,Released,23000,65.0,8.9,Development / squad
1027,Kasun Lakmal,Overseas,75000,14000,89000,1,Active,92000,69.9,14.56,Strong squad asset
1028,Kemar Carty,Domestic,41000,5000,46000,1,Released,39000,64.3,16.29,Development / squad
1029,Harry Ahmed,Overseas,56000,8000,64000,1,Active,46000,71.0,26.52,Strong squad asset
1030,Liam Woakes,Academy,117000,22000,139000,1,Active,88000,75.9,25.44,High-value starter
1031,Zak Sibley,Overseas,81000,6000,87000,2,Expiring,110000,78.5,31.75,High-value starter
1032,Dom Overton,Overseas,65000,12000,77000,1,Active,60000,71.3,17.2,Strong squad asset
1033,Rinku Tiwary,Domestic,90000,15000,105000,1,Active,80000,80.9,26.07,High-value starter
1034,Dom Pope,Domestic,85000,16000,101000,1,Active,101000,76.5,26.38,High-value starter
1035,Josh Inglis,Domestic,83000,13000,96000,1,Active,82000,80.0,12.17,High-value starter
1036,Martin Williamson,Academy,111000,6000,117000,3,Active,72000,79.3,23.9,High-value starter
1037,Temba de Kock,Academy,28000,4000,32000,1,Active,20000,62.3,16.37,Development / squad
1038,Shadab Afridi,Overseas,112000,19000,131000,3,Active,77000,82.0,25.19,High-value starter
1039,Dimuth Asalanka,Overseas,82000,8000,90000,3,Active,114000,81.0,32.96,High-value starter
1040,Nicholas Mayers,Domestic,56000,8000,64000,1,Active,58000,67.7,12.85,Strong squad asset
1041,Harry Stokes,Domestic,63000,8000,71000,2,Active,51000,69.0,8.27,Strong squad asset
1042,Sam Roy,Domestic,115000,20000,135000,3,Active,156000,84.0,19.2,High-value starter
1043,Stuart Carse,Domestic,94000,12000,106000,2,Active,124000,81.7,29.04,High-value starter
1044,Jos Sibley,Domestic,108000,5000,113000,3,Active,94000,81.4,23.47,High-value starter
1045,Shreyas Varma,Domestic,42000,7000,49000,1,Active,36000,63.2,12.18,Development / squad
1046,Jos Bethell,Domestic,66000,10000,76000,1,Active,68000,71.5,12.33,Strong squad asset
1047,Usman Agar,Domestic,25000,1000,26000,1,Active,31000,62.7,15.59,Development / squad
1048,Neil Kuggeleijn,Academy,126000,11000,137000,2,Active,103000,87.2,11.06,Elite / overseas-standard
1049,Lungi Rabada,Academy,119000,17000,136000,1,Active,171000,80.1,24.61,High-value starter
1050,Abrar Rizwan,Domestic,45000,8000,53000,1,Active,44000,66.7,13.73,Strong squad asset
1051,Dilshan de Silva,Domestic,119000,16000,135000,2,Active,137000,82.7,20.98,High-value starter
1052,Darren Athanaze,Overseas,63000,3000,66000,2,Active,76000,74.0,21.46,Strong squad asset
1053,Brydon Carse,Overseas,77000,14000,91000,1,Active,76000,73.8,7.04,Strong squad asset
1054,Liam Broad,Domestic,72000,12000,84000,1,Active,76000,68.2,23.24,Strong squad asset
1055,Jofra Roy,Domestic,79000,13000,92000,2,Active,88000,72.5,13.15,Strong squad asset
1056,Rehan Rashid,Academy,95000,5000,100000,2,Active,137000,78.8,28.01,High-value starter
1057,Sanju Varma,Domestic,114000,18000,132000,1,Active,78000,81.6,15.57,High-value starter
1058,Adil Sibley,Academy,59000,8000,67000,1,Active,73000,71.8,14.27,Strong squad asset
1059,Sean Conway,Academy,101000,6000,107000,2,Active,86000,76.8,16.2,High-value starter
1060,Michael Young,Academy,108000,16000,124000,2,Expiring,72000,76.3,24.33,High-value starter
1061,Keshav Rabada,Domestic,75000,9000,84000,1,Active,86000,68.0,14.07,Strong squad asset
1062,Usman Nawaz,Domestic,124000,22000,146000,3,Active,185000,82.4,11.32,High-value starter
1063,Suranga Lakmal,Domestic,71000,7000,78000,1,Active,94000,69.1,9.43,Strong squad asset
1064,Roston Powell,Academy,59000,5000,64000,2,Active,51000,71.8,31.16,Strong squad asset
1065,Jack Woakes,Academy,59000,11000,70000,1,Active,86000,69.6,17.57,Strong squad asset
1066,Harry Curran,Domestic,38000,7000,45000,1,Active,20000,62.0,10.62,Development / squad
1067,Jonny Lawrence,Academy,53000,2000,55000,2,Active,73000,71.4,43.6,Strong squad asset
1068,Tom Overton,Domestic,48000,9000,57000,1,Active,39000,73.9,23.96,Strong squad asset
1069,Ruturaj Gaikwad,Overseas,57000,10000,67000,2,Active,61000,67.5,13.32,Strong squad asset
1070,Mark Bairstow,Overseas,92000,5000,97000,2,Active,60000,83.7,22.89,High-value starter
1071,Glenn Richardson,Domestic,93000,17000,110000,3,Active,70000,80.2,24.04,High-value starter
1072,Henry Nicholls,Overseas,90000,5000,95000,2,Active,127000,80.2,26.81,High-value starter
1073,Tony Miller,Academy,81000,7000,88000,2,Active,80000,79.0,32.94,High-value starter
1074,Fakhar Khan,Academy,80000,11000,91000,1,Active,104000,77.9,18.67,High-value starter
1075,Wanindu Mathews,Domestic,124000,20000,144000,3,Expiring,103000,77.4,24.47,High-value starter
1076,Alzarri Joseph,Domestic,59000,6000,65000,1,Expiring,80000,65.2,7.5,Strong squad asset
1077,Stuart Curran,Domestic,58000,9000,67000,1,Active,82000,67.0,7.85,Strong squad asset
1078,Craig Carse,Overseas,68000,3000,71000,2,Active,55000,70.4,36.67,Strong squad asset
1079,Mark Roy,Domestic,89000,11000,100000,2,Active,48000,83.3,22.39,High-value starter
1080,Tom Broad,Academy,78000,15000,93000,1,Released,97000,65.5,11.14,Strong squad asset
1081,Ishan Siraj,Domestic,72000,8000,80000,1,Active,46000,71.0,10.03,Strong squad asset
1082,Moeen Root,Domestic,48000,5000,53000,2,Active,50000,74.9,36.96,Strong squad asset
1083,Mitchell Cummins,Domestic,98000,10000,108000,2,Active,117000,76.7,11.15,High-value starter
1084,Colin Ferguson,Domestic,119000,15000,134000,2,Active,137000,78.5,33.16,High-value starter
1085,Lizaad Elgar,Academy,78000,11000,89000,1,Active,58000,69.8,13.45,Strong squad asset
1086,Saim Nawaz,Overseas,101000,9000,110000,2,Active,119000,76.0,19.99,High-value starter
1087,Maheesh Chameera,Domestic,107000,16000,123000,2,Active,90000,82.8,24.58,High-value starter
1088,Odean Carty,Domestic,87000,12000,99000,2,Active,70000,75.6,6.68,High-value starter
1089,James Bairstow,Overseas,124000,17000,141000,2,Released,116000,75.6,26.6,High-value starter
1090,Brydon Rashid,Domestic,136000,7000,143000,2,Active,95000,86.4,25.32,Elite / overseas-standard
1091,Brydon Stokes,Domestic,77000,5000,82000,1,Active,45000,69.3,15.62,Strong squad asset
1092,Jack Broad,Domestic,109000,20000,129000,2,Expiring,149000,85.0,22.5,High-value starter
1093,Virat Sharma,Domestic,107000,10000,117000,2,Active,86000,76.5,10.32,High-value starter
1094,Ollie Broad,Domestic,32000,1000,33000,1,Active,33000,61.4,4.9,Development / squad
1095,Josh Labuschagne,Academy,90000,11000,101000,2,Active,88000,84.0,23.73,High-value starter
1096,Ben Wagner,Academy,87000,13000,100000,1,Active,94000,77.9,27.25,High-value starter
1097,Lungi de Zorzi,Domestic,52000,3000,55000,1,Active,67000,68.2,28.65,Strong squad asset
1098,Usman Khan,Domestic,88000,10000,98000,2,Expiring,49000,77.8,24.32,High-value starter
1099,Thisara Gunathilaka,Academy,115000,20000,135000,3,Active,156000,79.6,35.92,High-value starter
1100,Kevin Powell,Domestic,57000,10000,67000,1,Active,41000,72.9,8.15,Strong squad asset
1101,Brydon Pope,Academy,47000,9000,56000,2,Active,38000,67.5,19.5,Strong squad asset
1102,Ollie Rashid,Domestic,78000,6000,84000,1,Released,82000,73.7,11.25,Strong squad asset
1103,Joe Wood,Domestic,119000,10000,129000,2,Active,99000,80.6,15.32,High-value starter
1104,James Overton,Overseas,121000,19000,140000,2,Active,143000,80.5,19.76,High-value starter
1105,KL Tiwary,Academy,79000,7000,86000,2,Released,116000,67.7,9.77,Strong squad asset
1106,Ollie Carse,Domestic,87000,12000,99000,2,Expiring,120000,77.2,9.59,High-value starter
1107,Alex Head,Domestic,58000,11000,69000,1,Expiring,42000,66.5,9.8,Strong squad asset
1108,Martin Kuggeleijn,Domestic,114000,16000,130000,2,Active,100000,79.5,20.45,High-value starter
1109,Rassie Parnell,Academy,37000,5000,42000,1,Active,26000,64.0,15.95,Development / squad
1110,Abrar Afridi,Overseas,50000,4000,54000,1,Active,73000,70.5,15.72,Strong squad asset
1111,Dasun Asalanka,Academy,40000,3000,43000,1,Active,28000,56.0,14.6,Development / squad
1112,Fabian Chase,Academy,52000,6000,58000,1,Active,70000,69.0,44.62,Strong squad asset
1113,Chris Pope,Academy,90000,14000,104000,2,Active,57000,75.1,20.96,High-value starter
1114,Jason Woakes,Overseas,104000,15000,119000,2,Active,68000,78.1,24.19,High-value starter
1115,James Buttler,Academy,65000,8000,73000,1,Active,44000,72.6,12.29,Strong squad asset
1116,Chris Crawley,Academy,65000,3000,68000,1,Active,95000,72.7,23.68,Strong squad asset
1117,Rohit Yadav,Domestic,48000,5000,53000,2,Expiring,66000,71.2,10.06,Strong squad asset
1118,Stuart Ahmed,Overseas,75000,5000,80000,2,Active,47000,74.3,23.96,Strong squad asset
1119,Matthew Conway,Academy,138000,19000,157000,2,Active,153000,91.4,7.63,Elite / overseas-standard
1120,Devon Williamson,Overseas,49000,4000,53000,1,Active,28000,74.3,19.13,Strong squad asset
1121,Reeza Markram,Overseas,76000,5000,81000,2,Active,73000,73.3,12.2,Strong squad asset
1122,Naseem Iftikhar,Academy,78000,8000,86000,1,Expiring,77000,67.1,5.68,Strong squad asset
1123,Wanindu Rajapaksa,Overseas,118000,8000,126000,1,Active,107000,76.0,20.17,High-value starter
1124,Obed Thomas,Domestic,40000,7000,47000,1,Released,28000,62.9,15.95,Development / squad
1125,Chris Stokes,Domestic,109000,6000,115000,1,Expiring,161000,80.0,24.89,High-value starter
1126,Liam Curran,Academy,104000,10000,114000,3,Active,77000,83.1,30.06,High-value starter
1127,Ben Salt,Overseas,83000,13000,96000,3,Active,109000,80.4,27.35,High-value starter
1128,Zak Bairstow,Domestic,98000,13000,111000,3,Active,107000,81.4,17.24,High-value starter
1129,Prithvi Kohli,Academy,96000,6000,102000,2,Active,132000,79.8,33.62,High-value starter
1130,Sam Overton,Academy,54000,7000,61000,1,Released,29000,73.5,10.68,Strong squad asset
1131,Tim Boland,Domestic,38000,4000,42000,1,Active,20000,61.0,9.16,Development / squad
1132,Matt O'Rourke,Overseas,102000,11000,113000,2,Expiring,129000,77.2,23.88,High-value starter
1133,Gerald du Plessis,Domestic,22000,2000,24000,1,Active,24000,64.5,13.41,Development / squad
1134,Sarfaraz Hassan,Academy,89000,11000,100000,1,Active,118000,78.5,27.1,High-value starter
1135,Asitha Lakmal,Overseas,68000,4000,72000,2,Active,46000,71.5,8.46,Strong squad asset
1136,Shimron Hope,Overseas,47000,5000,52000,1,Active,24000,70.4,17.46,Strong squad asset
1137,Sam Potts,Academy,74000,13000,87000,2,Expiring,102000,68.1,37.38,Strong squad asset
1138,Jonny Buttler,Domestic,149000,14000,163000,2,Active,180000,85.3,8.0,Elite / overseas-standard
1139,Jamie Sibley,Academy,61000,9000,70000,1,Active,73000,70.6,10.54,Strong squad asset
1140,Tom Sibley,Domestic,106000,13000,119000,3,Active,136000,84.3,22.19,High-value starter
1141,Sanju Gaikwad,Domestic,73000,9000,82000,1,Active,48000,72.5,14.37,Strong squad asset
1142,Rehan Stokes,Academy,95000,17000,112000,2,Expiring,62000,76.3,17.14,High-value starter
1143,Aaron Maxwell,Overseas,110000,8000,118000,1,Active,101000,75.5,12.73,High-value starter
1144,Trent Chapman,Academy,64000,10000,74000,2,Active,72000,72.1,27.06,Strong squad asset
1145,Kagiso de Zorzi,Overseas,92000,16000,108000,2,Released,46000,81.4,20.04,High-value starter
1146,Haris Rizwan,Overseas,41000,6000,47000,1,Active,40000,63.9,13.59,Development / squad
1147,Charith Perera,Academy,115000,19000,134000,2,Active,114000,83.7,11.97,High-value starter
1148,Fabian Gayle,Domestic,68000,9000,77000,1,Active,61000,67.7,16.85,Strong squad asset
1149,Jofra Curran,Academy,118000,16000,134000,2,Active,123000,82.8,24.06,High-value starter
1150,Craig Lawrence,Overseas,75000,4000,79000,1,Active,86000,72.9,13.68,Strong squad asset
1151,Dom Potts,Domestic,69000,4000,73000,1,Active,74000,65.8,13.59,Strong squad asset
1152,Ben Curran,Domestic,74000,13000,87000,2,Active,67000,72.3,21.42,Strong squad asset
1153,Deepak Bishnoi,Domestic,69000,5000,74000,1,Active,80000,65.6,10.56,Strong squad asset
1154,Sam Carse,Domestic,68000,11000,79000,1,Active,36000,69.4,15.45,Strong squad asset
1155,Lance Inglis,Domestic,155000,16000,171000,3,Active,87000,87.2,21.38,Elite / overseas-standard
1156,Neil Taylor,Domestic,71000,12000,83000,1,Active,68000,66.2,12.8,Strong squad asset
1157,Ryan Bavuma,Domestic,23000,3000,26000,1,Active,23000,62.8,27.19,Development / squad
1158,Usama Ahmed,Academy,75000,6000,81000,1,Active,41000,65.8,11.12,Strong squad asset
1159,Dasun Chameera,Overseas,75000,9000,84000,1,Active,107000,69.2,16.33,Strong squad asset
1160,Kieran Holder,Overseas,81000,9000,90000,2,Active,61000,77.7,13.23,High-value starter
1161,Stuart Salt,Overseas,40000,5000,45000,1,Active,57000,58.0,11.35,Development / squad
1162,Jofra Wood,Academy,85000,13000,98000,2,Active,111000,79.1,36.3,High-value starter
1163,Jack Bairstow,Academy,56000,5000,61000,1,Active,34000,74.7,18.05,Strong squad asset
1164,Jack Rashid,Academy,71000,12000,83000,2,Active,50000,73.0,14.42,Strong squad asset
1165,Jasprit Rahul,Domestic,50000,2000,52000,2,Active,65000,67.3,9.68,Strong squad asset
1166,Craig Root,Domestic,116000,16000,132000,1,Active,87000,75.0,17.3,High-value starter
1167,Mitchell Zampa,Overseas,74000,7000,81000,1,Active,60000,73.8,28.13,Strong squad asset
1168,Finn Wagner,Domestic,150000,22000,172000,2,Active,183000,85.6,24.2,Elite / overseas-standard
1169,David Elgar,Domestic,80000,6000,86000,2,Active,113000,78.1,19.68,High-value starter
1170,Sarfaraz Saleem,Overseas,92000,17000,109000,2,Active,105000,80.1,8.37,High-value starter
1171,Kasun Karunaratne,Domestic,66000,9000,75000,2,Expiring,68000,74.2,11.57,Strong squad asset
1172,Jason Gayle,Domestic,124000,20000,144000,3,Active,154000,77.7,25.71,High-value starter
1173,Harry Lawrence,Overseas,67000,11000,78000,1,Active,82000,66.0,11.37,Strong squad asset
1174,Jofra Woakes,Domestic,54000,7000,61000,1,Active,58000,66.8,34.11,Strong squad asset
1175,Tom Root,Domestic,108000,6000,114000,2,Active,144000,80.0,23.45,High-value starter
1176,Jack Ahmed,Domestic,63000,9000,72000,2,Active,67000,74.4,34.74,Strong squad asset
1177,Suryakumar Chahal,Overseas,163000,12000,175000,3,Active,209000,87.2,22.78,Elite / overseas-standard
1178,Ollie Potts,Academy,48000,8000,56000,2,Active,37000,67.5,17.3,Strong squad asset
1179,Tim Carey,Domestic,71000,8000,79000,1,Active,67000,68.7,8.93,Strong squad asset
1180,Tim Sodhi,Domestic,63000,8000,71000,2,Active,55000,72.9,17.88,Strong squad asset
1181,Aiden Philander,Domestic,123000,23000,146000,2,Active,64000,80.6,34.34,High-value starter
1182,Usama Shakeel,Overseas,28000,3000,31000,1,Active,19000,64.4,15.76,Development / squad
1183,Chamika Perera,Academy,108000,19000,127000,2,Active,89000,79.7,7.38,High-value starter
1184,Kevin Walsh,Academy,121000,18000,139000,1,Active,148000,78.5,17.3,High-value starter
1185,Jonny Roy,Domestic,48000,5000,53000,1,Expiring,29000,68.6,13.54,Strong squad asset
1186,Chris Root,Domestic,122000,18000,140000,3,Active,71000,79.9,10.25,High-value starter
1187,Rehan Lawrence,Domestic,69000,4000,73000,2,Active,85000,71.6,20.25,Strong squad asset
1188,Zak Rashid,Domestic,47000,6000,53000,1,Active,65000,65.6,17.14,Strong squad asset
1189,Prasidh Mukesh,Domestic,55000,4000,59000,2,Active,45000,65.2,8.37,Strong squad asset
1190,Moeen Buttler,Academy,111000,7000,118000,3,Active,85000,80.8,18.06,High-value starter
1191,Marnus Khawaja,Overseas,47000,9000,56000,1,Active,28000,71.0,26.0,Strong squad asset
1192,Blair Southee,Overseas,106000,14000,120000,2,Active,152000,79.8,20.51,High-value starter
1193,Ryan Markram,Academy,95000,8000,103000,2,Active,105000,76.2,7.4,High-value starter
1194,Agha Ayub,Academy,66000,7000,73000,2,Active,64000,73.7,10.03,Strong squad asset
1195,Kasun Udana,Domestic,82000,8000,90000,2,Active,73000,78.5,25.49,High-value starter
1196,Kemar Mayers,Academy,75000,7000,82000,2,Active,52000,75.0,9.97,Strong squad asset
1197,Jason Bethell,Academy,44000,7000,51000,1,Active,62000,59.6,11.55,Development / squad
1198,Matt Buttler,Overseas,123000,16000,139000,3,Active,160000,82.7,21.86,High-value starter
1199,Adil Broad,Academy,71000,8000,79000,1,Active,84000,67.3,10.51,Strong squad asset
1200,James Pope,Domestic,85000,7000,92000,3,Active,115000,82.8,17.42,High-value starter
1201,Virat Sundar,Overseas,114000,21000,135000,3,Active,136000,79.5,18.75,High-value starter
1202,Jonny Woakes,Domestic,81000,9000,90000,3,Active,79000,75.2,31.7,High-value starter
1203,Usman Head,Domestic,45000,5000,50000,2,Active,57000,74.6,20.94,Strong squad asset
1204,Mark Blundell,Academy,94000,6000,100000,2,Active,121000,76.6,25.92,High-value starter
1205,Dean Miller,Academy,62000,9000,71000,2,Active,64000,70.4,18.27,Strong squad asset
1206,Asif Irfan,Overseas,71000,9000,80000,2,Active,52000,67.3,15.42,Strong squad asset
1207,Wanindu Lakmal,Domestic,110000,11000,121000,2,Active,144000,80.4,15.57,High-value starter
1208,Jason Holder,Domestic,100000,13000,113000,3,Active,119000,82.9,23.44,High-value starter
1209,Stuart Buttler,Academy,54000,8000,62000,1,Active,65000,70.4,15.45,Strong squad asset
1210,Moeen Curran,Overseas,79000,5000,84000,2,Active,65000,70.9,15.07,Strong squad asset
1211,Jos Anderson,Domestic,99000,7000,106000,1,Released,56000,78.8,25.56,High-value starter
1212,James Curran,Academy,100000,17000,117000,2,Active,87000,80.2,19.72,High-value starter
1213,Washington Yadav,Academy,87000,12000,99000,3,Active,114000,84.9,19.76,High-value starter
1214,Ben Lawrence,Overseas,115000,18000,133000,2,Active,109000,78.6,22.28,High-value starter
1215,Jake Zampa,Domestic,111000,15000,126000,2,Active,78000,82.0,9.87,High-value starter
1216,Blair Tickner,Domestic,52000,7000,59000,2,Expiring,41000,73.1,31.27,Strong squad asset
1217,Temba Miller,Overseas,47000,7000,54000,3,Expiring,70000,74.4,21.03,Strong squad asset
1218,Shaheen Shakeel,Academy,110000,21000,131000,2,Active,69000,84.0,18.06,High-value starter
1219,Dushmantha Perera,Domestic,67000,7000,74000,2,Active,37000,69.6,28.24,Strong squad asset
1220,Obed Seales,Domestic,92000,16000,108000,2,Expiring,67000,75.8,15.13,High-value starter
1221,Jos Overton,Academy,78000,7000,85000,2,Active,68000,66.0,22.57,Strong squad asset
1222,Matt Bethell,Academy,50000,4000,54000,1,Active,31000,65.4,9.83,Strong squad asset
1223,Brydon Overton,Domestic,99000,17000,116000,2,Active,148000,75.5,6.9,High-value starter
1224,James Brook,Domestic,122000,6000,128000,2,Active,78000,79.9,33.56,High-value starter
1225,Ruturaj Bumrah,Domestic,30000,4000,34000,1,Released,19000,63.2,17.97,Development / squad
1226,James Rashid,Academy,156000,26000,182000,2,Expiring,217000,85.1,18.97,Elite / overseas-standard
1227,Matthew Head,Overseas,58000,8000,66000,2,Active,53000,73.3,29.37,Strong squad asset
1228,Michael Tickner,Domestic,92000,9000,101000,3,Active,101000,84.3,19.53,High-value starter
1229,Tony Markram,Academy,124000,10000,134000,2,Active,112000,78.2,13.87,High-value starter
1230,Usama Khushdil,Academy,59000,8000,67000,1,Active,31000,65.5,15.91,Strong squad asset
1231,Niroshan Embuldeniya,Academy,76000,8000,84000,2,Active,111000,69.0,9.76,Strong squad asset
1232,Kieran Motie,Domestic,53000,8000,61000,1,Active,72000,73.8,33.73,Strong squad asset
1233,Chris Brook,Domestic,135000,17000,152000,3,Active,149000,89.1,8.72,Elite / overseas-standard
1234,Rehan Buttler,Domestic,46000,6000,52000,1,Active,53000,70.3,36.05,Strong squad asset
1235,Stuart Woakes,Academy,67000,3000,70000,2,Active,85000,69.3,8.74,Strong squad asset
1236,Jofra Ali,Overseas,29000,3000,32000,1,Active,28000,62.4,25.13,Development / squad
1237,Washington Gaikwad,Overseas,118000,13000,131000,3,Released,153000,83.6,5.48,High-value starter
1238,Jos Brook,Overseas,101000,7000,108000,2,Active,110000,76.5,19.85,High-value starter
1239,Peter Carey,Academy,78000,13000,91000,2,Active,88000,70.7,10.44,Strong squad asset
1240,Martin Phillips,Academy,24000,1000,25000,1,Active,35000,62.6,10.48,Development / squad
1241,Marco Amla,Domestic,119000,14000,133000,2,Active,68000,84.0,18.94,High-value starter
1242,Faheem Hassan,Overseas,72000,6000,78000,2,Active,55000,73.3,9.56,Strong squad asset
1243,Charith Hasaranga,Overseas,71000,3000,74000,2,Active,47000,72.8,5.47,Strong squad asset
1244,Shamarh Powell,Overseas,74000,10000,84000,1,Active,70000,67.4,8.8,Strong squad asset
1245,Jason Ali,Domestic,71000,11000,82000,1,Active,48000,73.2,14.62,Strong squad asset
1246,James Lawrence,Overseas,35000,4000,39000,1,Active,51000,63.7,8.75,Development / squad
1247,Sam Stokes,Academy,85000,16000,101000,2,Active,84000,75.1,34.62,High-value starter
1248,Ollie Bairstow,Overseas,46000,7000,53000,2,Active,43000,69.3,10.13,Strong squad asset
1249,Deepak Yadav,Domestic,77000,10000,87000,1,Active,42000,74.8,25.37,Strong squad asset
1250,Stuart Roy,Domestic,107000,6000,113000,2,Active,104000,78.3,19.41,High-value starter
1251,Marcus Short,Domestic,39000,6000,45000,1,Active,40000,64.9,13.52,Development / squad
1252,Tom Sodhi,Overseas,61000,6000,67000,1,Active,59000,66.8,11.76,Strong squad asset
1253,Faf Maharaj,Domestic,22000,2000,24000,1,Active,17000,63.0,9.36,Development / squad
1254,Shaheen Shah,Domestic,131000,19000,150000,3,Released,154000,87.6,18.51,Elite / overseas-standard
1255,Dinesh Karunaratne,Domestic,37000,2000,39000,1,Active,31000,64.8,15.21,Development / squad
1256,Rovman Pooran,Academy,99000,18000,117000,3,Expiring,82000,83.5,5.85,High-value starter
1257,Rehan Salt,Overseas,89000,15000,104000,3,Active,96000,82.8,24.9,High-value starter
1258,Mark Wood,Academy,102000,16000,118000,2,Active,111000,80.5,16.04,High-value starter
1259,Jack Potts,Academy,82000,8000,90000,2,Active,55000,81.0,16.83,High-value starter
1260,Joe Woakes,Overseas,65000,8000,73000,1,Active,86000,70.2,13.26,Strong squad asset
1261,Umesh Siraj,Domestic,92000,5000,97000,1,Active,87000,75.7,14.44,High-value starter
1262,Zak Woakes,Academy,72000,6000,78000,1,Active,37000,72.8,41.53,Strong squad asset
1263,Usman Wade,Domestic,55000,10000,65000,1,Active,73000,71.2,11.08,Strong squad asset
1264,Kane Sears,Academy,60000,11000,71000,1,Active,66000,71.4,14.62,Strong squad asset
1265,Ryan Elgar,Academy,45000,7000,52000,2,Active,58000,73.1,23.61,Strong squad asset
1266,Faheem Khan,Domestic,83000,12000,95000,2,Active,80000,77.8,12.57,High-value starter
1267,Suranga Liyanage,Domestic,58000,8000,66000,1,Expiring,45000,69.4,14.12,Strong squad asset
1268,Hayden Seales,Academy,61000,11000,72000,2,Active,50000,68.7,14.98,Strong squad asset
1269,Craig Overton,Overseas,66000,11000,77000,1,Active,37000,73.6,27.05,Strong squad asset
1270,Jonny Sibley,Overseas,55000,5000,60000,2,Active,80000,74.3,20.7,Strong squad asset
1271,Jonny Bethell,Domestic,69000,8000,77000,2,Active,98000,74.0,16.09,Strong squad asset
1272,Moeen Woakes,Domestic,118000,17000,135000,2,Active,122000,76.5,34.65,High-value starter
1273,Kuldeep Bishnoi,Overseas,115000,9000,124000,3,Active,162000,83.2,18.41,High-value starter
1274,Craig Potts,Overseas,81000,5000,86000,2,Active,86000,76.6,13.91,High-value starter
1275,Alex Abbott,Domestic,61000,3000,64000,2,Active,70000,74.8,16.28,Strong squad asset
1276,Jacob Blundell,Domestic,48000,7000,55000,1,Active,57000,70.6,7.64,Strong squad asset
1277,Quinton Steyn,Academy,90000,4000,94000,3,Active,114000,76.3,22.45,High-value starter
1278,Imam Shah,Domestic,79000,8000,87000,2,Active,103000,70.9,13.87,Strong squad asset
1279,Suranga Chameera,Academy,49000,4000,53000,1,Active,58000,74.2,23.13,Strong squad asset
1280,Kavem Holder,Domestic,102000,13000,115000,3,Expiring,87000,81.0,25.66,High-value starter
1281,Stuart Broad,Overseas,35000,5000,40000,1,Active,39000,60.8,18.55,Development / squad
1282,Matt Ali,Domestic,111000,14000,125000,1,Released,64000,77.7,20.09,High-value starter
1283,Liam Overton,Domestic,105000,15000,120000,3,Active,56000,77.6,32.58,High-value starter
1284,Ben Rashid,Academy,80000,6000,86000,3,Active,111000,84.1,18.3,High-value starter
1285,KL Rahul,Overseas,56000,6000,62000,2,Expiring,52000,68.5,12.87,Strong squad asset
1286,Zak Roy,Domestic,103000,5000,108000,1,Active,154000,75.1,9.94,High-value starter
1287,David Warner,Domestic,83000,8000,91000,2,Active,94000,82.7,22.63,High-value starter
1288,Blair Bracewell,Domestic,57000,7000,64000,1,Active,54000,66.9,18.21,Strong squad asset
1289,Marco Miller,Domestic,81000,8000,89000,1,Active,98000,76.0,6.8,High-value starter
1290,Haris Khan,Overseas,128000,8000,136000,3,Active,149000,85.8,25.58,Elite / overseas-standard
1291,Suranga Nissanka,Academy,97000,17000,114000,2,Active,120000,76.8,24.46,High-value starter
1292,Kyle Joseph,Overseas,49000,9000,58000,2,Active,31000,74.0,33.73,Strong squad asset
1293,Mark Pope,Domestic,105000,19000,124000,2,Active,77000,84.5,21.84,High-value starter
1294,Ollie Roy,Domestic,69000,5000,74000,1,Active,55000,69.1,23.35,Strong squad asset
1295,Tom Wood,Domestic,73000,10000,83000,1,Active,41000,72.2,10.48,Strong squad asset
1296,Joe Ali,Domestic,52000,3000,55000,1,Active,58000,65.9,21.66,Strong squad asset
1297,Rinku Patel,Domestic,24000,4000,28000,1,Active,31000,59.2,16.17,Development / squad
1298,Sam Anderson,Domestic,48000,3000,51000,2,Active,50000,67.3,7.74,Strong squad asset
